gameid,type,checkedTeamId,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,TOV,STL,BLK,PF,statsId
21700569,1,1610612755,44,90,14,30,12,13,13,42,55,14,5,4,17,51549
21700569,1,1610612765,30,78,7,22,11,19,6,28,34,12,9,4,14,51550
21700570,1,1610612750,28,76,7,23,21,28,9,34,43,12,6,5,15,51551
21700570,1,1610612738,38,94,6,36,9,13,17,39,56,11,6,4,22,51552
21700571,1,1610612761,48,86,10,33,23,28,12,31,43,11,9,5,22,51553
21700571,1,1610612749,41,77,7,17,21,29,5,23,28,11,4,4,23,51554
21700572,1,1610612741,44,78,14,28,25,31,8,34,42,19,9,3,19,51555
21700572,1,1610612742,49,92,14,32,12,17,7,27,34,13,11,2,24,51556
21700573,1,1610612759,41,87,11,30,10,18,7,37,44,17,15,6,16,51557
21700573,1,1610612756,35,83,7,30,12,18,9,37,46,23,11,2,23,51558
21700574,1,1610612743,38,86,14,35,9,15,4,33,37,10,9,1,11,51559
21700574,1,1610612762,38,84,12,33,3,6,8,45,53,17,7,5,16,51560
21700575,1,1610612763,35,86,10,30,20,26,11,35,46,16,6,9,25,51561
21700575,1,1610612764,33,84,10,27,26,34,12,36,48,14,7,7,23,51562
21700576,1,1610612757,43,80,13,30,11,14,6,38,44,18,11,5,20,51563
21700576,1,1610612737,30,83,8,26,21,25,11,28,39,16,7,5,16,51564
21700577,1,1610612747,38,94,9,36,9,12,12,34,46,16,7,3,19,51565
21700577,1,1610612766,42,99,12,33,12,16,16,40,56,15,10,3,17,51566
21700578,1,1610612746,39,91,3,11,24,30,10,35,45,18,10,7,25,51567
21700578,1,1610612744,39,94,13,39,30,37,14,40,54,17,13,10,25,51568
21700579,1,1610612751,30,91,6,31,19,22,12,43,55,18,2,11,14,51569
21700579,1,1610612738,37,98,5,18,8,15,12,32,44,5,8,13,17,51570
21700580,1,1610612745,38,90,15,47,10,11,12,30,42,15,5,4,20,51571
21700580,1,1610612765,38,75,12,25,20,27,5,30,35,13,8,4,15,51572
21700581,1,1610612741,30,80,10,32,16,20,9,24,33,16,4,6,15,51573
21700581,1,1610612754,48,86,15,31,14,18,10,39,49,13,9,4,19,51574
21700582,1,1610612739,47,94,15,34,22,31,14,31,45,18,11,2,26,51575
21700582,1,1610612753,49,98,14,37,15,22,14,32,46,20,5,2,28,51576
21700583,1,1610612764,37,78,8,21,21,29,4,30,34,14,6,6,22,51577
21700583,1,1610612749,39,80,7,22,25,30,10,35,45,16,11,6,26,51578
21700584,1,1610612750,44,90,9,18,19,21,13,34,47,10,10,5,20,51579
21700584,1,1610612740,33,78,6,29,26,28,7,31,38,16,5,6,19,51580
21700585,1,1610612743,35,76,13,34,15,21,8,38,46,26,2,6,17,51581
21700585,1,1610612758,42,94,9,25,13,17,10,29,39,9,16,4,22,51582
21700586,1,1610612748,40,83,9,29,14,20,8,29,37,8,6,6,16,51583
21700586,1,1610612762,37,82,10,32,18,20,8,36,44,11,6,5,18,51584
21700587,1,1610612752,38,83,6,16,18,20,10,49,59,16,4,6,23,51585
21700587,1,1610612742,35,92,6,24,20,24,9,31,40,7,7,3,20,51586
21700588,1,1610612760,40,86,8,27,12,21,8,34,42,12,7,7,17,51587
21700588,1,1610612756,39,88,17,39,19,23,12,31,43,9,6,6,19,51588
21700589,1,1610612757,48,92,8,23,7,10,9,29,38,9,7,5,24,51589
21700589,1,1610612759,40,81,11,23,19,26,10,32,42,14,4,5,16,51590
21700590,1,1610612747,48,86,16,36,20,25,6,43,49,18,13,6,25,51591
21700590,1,1610612737,41,94,12,34,19,23,10,27,37,15,5,4,16,51592
21700591,1,1610612749,34,74,7,27,21,27,5,29,34,18,11,4,24,51593
21700591,1,1610612754,44,79,7,22,14,20,8,32,40,16,9,5,23,51594
21700592,1,1610612751,39,100,12,33,23,28,11,44,55,16,8,2,27,51595
21700592,1,1610612761,43,101,10,34,18,23,8,43,51,15,7,12,27,51596
21700593,1,1610612741,40,86,12,28,15,18,3,34,37,13,6,5,17,51597
21700593,1,1610612745,39,86,20,54,18,24,11,40,51,17,6,6,14,51598
21700594,1,1610612750,52,100,10,31,13,17,15,41,56,5,6,2,17,51599
21700594,1,1610612739,37,84,13,38,12,16,8,29,37,14,0,4,15,51600
21700595,1,1610612740,46,82,6,22,14,21,9,32,41,17,7,9,18,51601
21700595,1,1610612765,41,93,8,27,19,22,12,27,39,12,5,4,18,51602
21700596,1,1610612758,40,82,8,23,12,16,8,37,45,18,6,1,14,51603
21700596,1,1610612759,44,90,11,26,8,13,8,29,37,10,11,4,12,51604
21700597,1,1610612743,47,95,8,19,12,16,13,26,39,11,8,3,16,51605
21700597,1,1610612744,48,85,13,30,15,21,10,33,43,16,7,10,15,51606
21700598,1,1610612746,38,85,9,18,23,34,14,33,47,17,10,9,25,51607
21700598,1,1610612737,38,96,10,37,21,29,19,37,56,14,9,8,26,51608
21700599,1,1610612761,35,90,7,21,12,15,7,30,37,5,7,12,16,51609
21700599,1,1610612748,39,97,4,22,8,10,20,44,64,14,2,14,19,51610
21700600,1,1610612760,37,84,13,31,19,26,11,27,38,14,6,4,17,51611
21700600,1,1610612757,43,81,10,23,21,26,8,34,42,16,10,2,20,51612
21700601,1,1610612742,43,83,9,26,19,22,5,33,38,4,6,2,22,51613
21700601,1,1610612753,36,79,11,29,16,22,9,32,41,13,2,4,23,51614
21700602,1,1610612758,30,87,8,21,18,27,10,33,43,16,15,4,19,51615
21700602,1,1610612747,37,77,12,35,13,21,9,46,55,26,12,4,23,51616
21700603,1,1610612766,43,84,10,26,15,30,4,39,43,11,6,5,22,51617
21700603,1,1610612742,39,83,15,36,22,28,3,36,39,8,7,7,22,51618
21700604,1,1610612748,43,81,13,30,15,21,6,31,37,16,6,6,25,51619
21700604,1,1610612754,43,87,1,18,19,29,12,33,45,14,7,3,23,51620
21700605,1,1610612762,43,92,11,33,10,13,11,28,39,13,15,3,17,51621
21700605,1,1610612764,41,78,10,25,12,17,9,36,45,23,8,1,17,51622
21700606,1,1610612751,27,74,12,37,14,15,2,33,35,20,11,2,11,51623
21700606,1,1610612765,48,93,10,21,8,12,11,43,54,13,10,4,14,51624
21700607,1,1610612741,45,98,15,33,17,20,10,38,48,17,10,5,19,51625
21700607,1,1610612752,48,96,10,22,13,21,11,40,51,18,5,9,20,51626
21700608,1,1610612757,40,83,9,26,23,32,6,34,40,14,5,6,26,51627
21700608,1,1610612745,45,100,12,38,19,25,17,32,49,13,7,5,30,51628
21700609,1,1610612740,34,77,11,35,23,34,9,31,40,12,5,7,26,51629
21700609,1,1610612763,37,88,5,19,26,32,14,36,50,10,7,5,26,51630
21700610,1,1610612753,39,90,8,29,17,18,8,26,34,10,6,4,21,51631
21700610,1,1610612749,45,82,4,19,16,25,11,36,47,17,4,9,21,51632
21700611,1,1610612760,32,80,6,25,18,24,10,31,41,19,9,2,22,51633
21700611,1,1610612750,39,80,7,20,19,27,11,34,45,16,11,5,22,51634
21700612,1,1610612743,38,95,9,37,12,20,14,26,40,12,13,6,18,51635
21700612,1,1610612737,40,80,12,27,18,18,6,38,44,16,6,4,23,51636
21700613,1,1610612746,46,94,11,24,22,28,11,35,46,14,9,3,19,51637
21700613,1,1610612744,38,79,8,23,22,26,4,29,33,16,9,6,21,51638
21700614,1,1610612738,43,89,13,35,15,19,11,35,46,18,11,2,18,51639
21700614,1,1610612755,38,82,11,28,16,18,3,34,37,19,12,4,19,51640
21700615,1,1610612761,53,106,18,42,9,13,18,45,63,9,3,7,25,51641
21700615,1,1610612739,34,89,6,26,25,30,9,26,35,10,3,4,16,51642
21700616,1,1610612758,42,85,8,26,23,28,10,34,44,16,9,3,25,51643
21700616,1,1610612746,43,84,13,31,22,30,8,31,39,18,9,5,19,51644
21700617,1,1610612747,36,87,13,38,8,14,12,35,47,16,15,4,17,51645
21700617,1,1610612759,31,76,8,20,11,15,7,38,45,21,6,5,15,51646
21700618,1,1610612762,28,77,12,35,20,23,8,37,45,15,5,8,26,51647
21700618,1,1610612766,32,78,9,27,26,34,8,38,46,13,8,2,19,51648
21700619,1,1610612754,39,85,10,21,9,12,6,38,44,14,5,4,18,51649
21700619,1,1610612739,37,85,7,34,14,19,9,37,46,12,12,5,15,51650
21700620,1,1610612753,41,80,12,29,25,31,12,28,40,16,7,3,21,51651
21700620,1,1610612764,54,95,4,16,13,19,14,27,41,12,9,6,22,51652
21700621,1,1610612751,40,87,13,34,17,26,13,30,43,15,8,1,24,51653
21700621,1,1610612737,37,80,11,28,20,26,8,38,46,18,6,3,25,51654
21700622,1,1610612744,44,79,5,15,15,18,10,33,43,11,7,3,13,51655
21700622,1,1610612749,36,85,11,28,11,12,8,25,33,12,9,6,20,51656
21700623,1,1610612750,49,95,10,27,10,16,16,27,43,12,12,4,12,51657
21700623,1,1610612752,45,83,12,24,6,9,9,27,36,16,6,6,17,51658
21700624,1,1610612757,45,101,12,42,11,14,14,25,39,11,13,6,22,51659
21700624,1,1610612740,45,82,7,19,22,23,9,34,43,18,7,6,16,51660
21700625,1,1610612763,30,77,7,24,11,14,8,28,36,15,8,5,28,51661
21700625,1,1610612743,27,70,7,22,26,32,12,35,47,15,8,3,18,51662
21700626,1,1610612756,37,80,14,33,7,9,4,34,38,19,5,3,19,51663
21700626,1,1610612745,39,94,15,47,19,22,14,39,53,11,11,4,14,51664
21700627,1,1610612747,43,95,8,26,13,18,11,48,59,15,4,0,31,51665
21700627,1,1610612742,34,90,11,43,22,28,4,35,39,9,5,1,17,51666
21700628,1,1610612746,46,82,12,31,22,26,5,34,39,16,11,5,22,51667
21700628,1,1610612758,43,85,6,17,13,22,10,27,37,16,12,4,24,51668
21700629,1,1610612766,33,83,9,28,16,23,9,41,50,15,3,7,15,51669
21700629,1,1610612760,39,97,8,26,15,20,19,38,57,9,8,9,22,51670
21700630,1,1610612764,46,93,10,23,17,23,6,41,47,15,10,3,19,51671
21700630,1,1610612751,42,99,12,43,17,20,13,34,47,16,6,3,22,51672
21700631,1,1610612744,47,81,9,24,24,28,3,27,30,7,4,3,20,51673
21700631,1,1610612761,45,93,8,25,27,32,14,30,44,10,3,2,23,51674
21700632,1,1610612765,41,92,12,29,11,14,13,32,45,14,8,7,11,51675
21700632,1,1610612741,42,87,17,36,6,9,6,34,40,15,10,8,11,51676
21700633,1,1610612743,29,83,7,28,15,17,11,30,41,17,9,4,16,51677
21700633,1,1610612759,41,79,14,27,16,18,6,37,43,15,9,3,17,51678
21700634,1,1610612748,35,76,11,29,16,20,3,46,49,15,8,8,18,51679
21700634,1,1610612749,25,79,4,28,25,27,8,32,40,15,8,1,23,51680
21700635,1,1610612740,45,95,9,32,24,34,12,34,46,19,17,7,17,51681
21700635,1,1610612752,46,97,12,34,14,18,10,34,44,24,12,7,27,51682
21700636,1,1610612754,48,88,11,23,13,14,8,34,42,6,9,1,22,51683
21700636,1,1610612756,35,85,9,37,18,24,14,31,45,13,2,1,16,51684
21700637,1,1610612750,43,80,7,19,27,33,7,31,38,11,12,3,17,51685
21700637,1,1610612757,39,79,11,25,14,17,8,30,38,18,6,3,27,51686
21700638,1,1610612765,42,86,15,29,8,11,3,35,38,16,10,5,24,51687
21700638,1,1610612766,43,84,10,21,22,33,9,40,49,15,9,4,11,51688
21700639,1,1610612755,40,81,6,25,31,38,10,38,48,22,8,9,28,51689
21700639,1,1610612761,38,95,9,32,26,30,12,32,44,15,8,1,31,51690
21700640,1,1610612749,38,81,8,16,20,29,15,29,44,19,14,6,25,51691
21700640,1,1610612764,32,76,6,21,25,31,11,28,39,24,10,8,22,51692
21700641,1,1610612737,40,86,9,25,13,14,11,39,50,15,8,2,23,51693
21700641,1,1610612759,37,87,8,22,17,20,8,29,37,9,12,5,13,51694
21700642,1,1610612751,32,87,11,32,29,36,11,34,45,11,5,3,23,51695
21700642,1,1610612752,42,82,9,16,26,37,8,43,51,9,5,10,24,51696
21700643,1,1610612758,33,84,7,30,15,25,6,31,37,14,13,0,28,51697
21700643,1,1610612760,36,86,9,30,14,29,18,41,59,20,10,6,19,51698
21700644,1,1610612748,40,84,12,36,19,24,4,36,40,14,5,4,19,51699
21700644,1,1610612741,42,88,16,39,19,22,7,38,45,10,6,2,23,51700
21700645,1,1610612763,42,82,10,22,29,34,6,42,48,19,8,8,26,51701
21700645,1,1610612747,38,96,12,35,26,31,12,32,44,14,11,8,23,51702
21700646,1,1610612739,43,94,7,28,15,22,12,31,43,15,9,5,22,51703
21700646,1,1610612744,41,85,12,32,24,30,13,35,48,17,8,6,23,51704
21700647,1,1610612762,36,81,9,33,13,17,9,29,38,13,11,7,12,51705
21700647,1,1610612754,41,77,14,26,13,15,8,35,43,14,7,2,18,51706
21700648,1,1610612745,38,94,13,44,13,16,13,24,37,14,9,4,21,51707
21700648,1,1610612746,44,79,10,25,15,20,4,37,41,19,6,10,17,51708
21700649,1,1610612753,40,90,11,31,17,19,15,36,51,18,4,10,15,51709
21700649,1,1610612750,43,98,7,16,9,10,11,26,37,8,10,9,21,51710
21700650,1,1610612740,45,100,7,27,19,25,13,42,55,15,11,6,14,51711
21700650,1,1610612738,40,101,19,50,14,16,12,41,53,19,7,3,24,51712
21700651,1,1610612742,38,78,8,27,18,22,5,30,35,16,10,3,24,51713
21700651,1,1610612743,40,86,8,26,17,26,15,32,47,19,10,3,23,51714
21700652,1,1610612757,46,91,17,35,9,10,9,34,43,10,7,6,16,51715
21700652,1,1610612756,37,89,16,41,21,22,12,31,43,13,6,3,15,51716
21700653,1,1610612766,48,98,15,31,22,26,13,36,49,10,10,5,18,51717
21700653,1,1610612764,40,82,13,23,16,23,7,33,40,16,3,7,23,51718
21700654,1,1610612737,37,89,10,40,10,13,12,31,43,11,5,3,22,51719
21700654,1,1610612740,35,80,10,27,13,19,9,34,43,14,5,6,20,51720
21700655,1,1610612751,35,83,13,36,12,18,6,41,47,14,3,1,28,51721
21700655,1,1610612759,34,82,9,19,23,31,7,35,42,9,8,4,20,51722
21700656,1,1610612765,37,88,10,28,7,15,11,31,42,15,14,7,20,51723
21700656,1,1610612761,34,80,11,31,17,23,12,37,49,21,6,8,20,51724
21700657,1,1610612744,42,84,13,33,22,25,5,44,49,15,5,3,16,51725
21700657,1,1610612741,45,106,10,39,12,13,14,35,49,11,10,2,19,51726
21700658,1,1610612763,41,91,10,28,13,17,15,29,44,12,9,3,19,51727
21700658,1,1610612752,35,82,7,27,22,23,12,33,45,14,5,12,15,51728
21700659,1,1610612748,38,82,10,24,20,27,10,36,46,15,4,7,28,51729
21700659,1,1610612749,33,76,11,28,24,32,5,33,38,10,6,4,25,51730
21700660,1,1610612760,46,95,12,35,10,12,21,33,54,17,10,6,14,51731
21700660,1,1610612747,38,81,10,26,4,4,6,24,30,18,9,1,15,51732
21700661,1,1610612758,38,72,13,21,16,20,8,28,36,19,9,4,21,51733
21700661,1,1610612762,46,81,12,29,16,20,6,23,29,10,15,4,20,51734
21700662,1,1610612746,40,87,10,30,19,31,17,31,48,20,10,5,16,51735
21700662,1,1610612743,42,97,5,25,15,18,20,34,54,21,13,7,25,51736
21700663,1,1610612738,30,74,7,29,13,17,3,28,31,19,7,5,20,51737
21700663,1,1610612755,34,73,6,17,15,17,8,33,41,25,10,5,20,51738
21700664,1,1610612753,41,88,5,22,16,21,9,33,42,15,12,6,22,51739
21700664,1,1610612739,38,85,10,34,18,27,14,32,46,20,8,4,21,51740
21700665,1,1610612745,42,88,17,39,15,17,11,34,45,10,11,5,15,51741
21700665,1,1610612750,38,81,8,24,14,21,8,32,40,11,8,8,16,51742
21700666,1,1610612757,37,94,10,32,16,16,14,43,57,11,6,7,11,51743
21700666,1,1610612754,36,91,7,26,7,13,10,36,46,8,4,4,16,51744
21700667,1,1610612759,31,91,5,20,16,20,17,39,56,12,9,7,13,51745
21700667,1,1610612761,34,85,9,26,9,14,9,41,50,14,8,1,19,51746
21700668,1,1610612748,35,84,7,22,18,25,12,31,43,13,7,7,22,51747
21700668,1,1610612751,36,76,9,32,20,26,10,34,44,14,5,8,18,51748
21700669,1,1610612764,41,82,16,35,24,27,8,26,34,13,10,4,20,51749
21700669,1,1610612765,40,80,10,30,22,26,7,28,35,14,8,3,22,51750
21700670,1,1610612758,32,80,11,27,13,18,11,33,44,21,10,3,20,51751
21700670,1,1610612763,39,88,10,34,18,23,14,35,49,13,12,5,17,51752
21700671,1,1610612756,40,81,14,33,14,20,4,33,37,12,9,6,21,51753
21700671,1,1610612743,35,78,14,36,16,21,7,35,42,16,7,5,20,51754
21700672,1,1610612752,44,89,11,20,18,23,7,29,36,12,6,6,26,51755
21700672,1,1610612762,42,91,11,31,20,30,15,37,52,17,4,6,20,51756
21700673,1,1610612747,44,80,9,28,2,14,6,41,47,15,7,6,17,51757
21700673,1,1610612754,37,97,2,25,10,13,12,32,44,9,9,4,18,51758
21700674,1,1610612760,58,100,14,30,18,28,16,36,52,14,9,2,23,51759
21700674,1,1610612739,46,89,10,37,22,27,3,25,28,15,7,4,18,51760
21700675,1,1610612741,40,80,14,32,19,21,4,44,48,16,8,1,23,51761
21700675,1,1610612737,35,92,11,48,16,23,9,36,45,14,5,4,21,51762
21700676,1,1610612766,41,90,7,27,16,21,8,35,43,8,9,8,12,51763
21700676,1,1610612748,43,87,13,28,7,12,8,39,47,14,5,6,17,51764
21700677,1,1610612740,39,78,7,27,26,32,6,35,41,11,6,5,15,51765
21700677,1,1610612763,37,82,15,35,15,16,10,34,44,14,2,1,29,51766
21700678,1,1610612755,45,85,10,25,16,19,11,34,45,18,9,4,18,51767
21700678,1,1610612749,33,82,10,32,18,22,8,27,35,18,10,3,20,51768
21700679,1,1610612745,41,87,14,37,20,29,12,34,46,16,14,3,18,51769
21700679,1,1610612744,40,82,17,36,11,15,4,29,33,19,8,10,24,51770
21700680,1,1610612761,39,83,12,33,19,21,8,27,35,15,7,7,30,51771
21700680,1,1610612750,38,81,7,16,32,42,15,29,44,11,4,3,20,51772
21700681,1,1610612762,45,82,11,28,24,32,11,45,56,21,9,3,29,51773
21700681,1,1610612746,36,82,11,36,30,38,7,27,34,14,17,2,24,51774
21700682,1,1610612742,38,83,10,25,22,28,11,26,37,9,9,5,21,51775
21700682,1,1610612757,45,86,18,36,9,10,9,31,40,14,3,3,23,51776
21700683,1,1610612738,37,85,8,27,13,14,11,33,44,15,6,9,18,51777
21700683,1,1610612753,43,92,6,21,11,16,13,31,44,10,7,9,19,51778
21700684,1,1610612747,51,91,10,26,15,21,12,27,39,6,10,3,18,51779
21700684,1,1610612752,44,81,12,25,7,10,7,26,33,17,3,5,20,51780
21700685,1,1610612751,37,80,13,31,14,20,7,39,46,15,1,3,18,51781
21700685,1,1610612765,38,90,9,29,15,17,7,36,43,7,3,4,19,51782
21700686,1,1610612754,37,84,4,19,16,17,7,34,41,10,14,1,15,51783
21700686,1,1610612759,35,82,9,34,7,12,10,36,46,20,8,10,14,51784
21700687,1,1610612766,38,86,16,40,20,25,11,37,48,17,4,10,14,51785
21700687,1,1610612758,43,97,10,22,11,15,10,32,42,9,8,3,22,51786
21700688,1,1610612737,40,83,12,26,12,12,10,34,44,18,8,5,24,51787
21700688,1,1610612762,33,76,4,15,20,28,7,32,39,17,8,6,15,51788
21700689,1,1610612748,39,82,7,30,5,9,9,33,42,18,7,4,18,51789
21700689,1,1610612745,36,81,15,37,12,18,8,30,38,14,10,3,15,51790
21700690,1,1610612755,32,71,14,31,23,31,16,32,48,24,2,4,28,51791
21700690,1,1610612763,33,78,10,26,29,35,11,21,32,12,14,2,26,51792
21700691,1,1610612756,39,79,9,26,18,20,9,25,34,22,12,2,26,51793
21700691,1,1610612749,38,71,5,17,28,37,8,24,32,18,14,5,22,51794
21700692,1,1610612740,47,113,16,44,22,26,15,40,55,13,14,3,28,51795
21700692,1,1610612741,45,92,8,31,30,34,6,48,54,24,8,6,32,51796
21700693,1,1610612764,26,86,7,32,16,27,17,30,47,12,7,5,18,51797
21700693,1,1610612742,38,87,10,31,12,17,9,43,52,11,9,9,21,51798
21700694,1,1610612757,36,85,8,25,21,26,11,33,44,12,11,6,22,51799
21700694,1,1610612743,34,83,10,30,26,33,14,35,49,15,7,8,20,51800
21700695,1,1610612750,43,91,7,22,33,39,18,29,47,15,5,4,22,51801
21700695,1,1610612746,47,84,9,27,15,22,8,32,40,17,4,1,27,51802
21700696,1,1610612758,43,87,8,26,11,13,11,33,44,14,9,11,15,51803
21700696,1,1610612753,36,83,11,31,16,19,11,29,40,17,9,4,17,51804
21700697,1,1610612751,37,79,16,38,18,25,8,37,45,14,1,5,25,51805
21700697,1,1610612760,40,94,7,25,22,32,16,34,50,4,7,4,18,51806
21700698,1,1610612739,35,72,6,21,26,31,6,35,41,18,6,3,14,51807
21700698,1,1610612759,47,94,8,28,12,16,13,32,45,10,11,4,19,51808
21700699,1,1610612752,43,83,9,22,17,19,6,32,38,14,4,0,20,51809
21700699,1,1610612744,46,83,13,30,18,20,3,33,36,12,6,3,16,51810
21700700,1,1610612738,42,90,15,44,8,10,7,35,42,11,3,5,25,51811
21700700,1,1610612747,40,91,7,26,21,36,14,37,51,10,6,2,16,51812
21700701,1,1610612740,39,87,9,26,14,18,8,34,42,16,6,10,19,51813
21700701,1,1610612766,36,85,6,21,18,31,10,39,49,14,5,6,23,51814
21700702,1,1610612765,38,97,7,31,12,18,15,42,57,20,10,7,16,51815
21700702,1,1610612762,38,96,10,31,12,16,9,35,44,15,11,9,15,51816
21700703,1,1610612754,45,80,9,24,17,25,3,36,39,12,11,3,24,51817
21700703,1,1610612756,35,84,9,35,22,29,10,32,42,16,3,2,26,51818
21700704,1,1610612755,42,81,16,32,15,20,6,42,48,15,6,7,20,51819
21700704,1,1610612741,36,94,11,37,18,22,10,33,43,11,8,2,15,51820
21700705,1,1610612737,37,94,7,21,12,17,12,35,47,17,8,9,21,51821
21700705,1,1610612761,39,89,14,36,16,25,12,40,52,17,10,12,22,51822
21700706,1,1610612742,35,82,15,35,12,18,9,40,49,14,5,2,21,51823
21700706,1,1610612745,36,82,21,51,11,23,7,36,43,10,8,3,19,51824
21700707,1,1610612763,36,83,2,18,11,14,9,32,41,18,7,4,25,51825
21700707,1,1610612759,38,82,10,24,22,25,11,34,45,14,9,6,19,51826
21700708,1,1610612750,45,84,6,16,18,22,5,28,33,9,7,2,14,51827
21700708,1,1610612757,45,82,17,31,16,21,6,31,37,11,4,1,16,51828
21700709,1,1610612746,35,79,5,21,27,39,10,30,40,19,6,5,15,51829
21700709,1,1610612738,39,93,14,40,21,22,10,37,47,13,10,3,28,51830
21700710,1,1610612748,31,82,12,34,14,18,7,39,46,17,8,4,19,51831
21700710,1,1610612758,38,81,5,12,8,14,5,33,38,13,3,6,21,51832
21700711,1,1610612764,42,86,16,35,12,16,12,27,39,23,10,2,25,51833
21700711,1,1610612760,45,87,9,27,22,29,13,27,40,14,16,6,15,51834
21700712,1,1610612752,45,82,8,21,20,24,3,30,33,10,9,5,20,51835
21700712,1,1610612743,48,80,14,28,20,24,2,30,32,13,3,2,20,51836
21700713,1,1610612750,46,101,6,20,15,18,13,30,43,10,9,3,15,51837
21700713,1,1610612744,48,89,21,37,9,15,11,36,47,16,9,8,17,51838
21700714,1,1610612737,37,79,15,30,21,25,6,33,39,21,6,5,26,51839
21700714,1,1610612766,40,88,13,34,28,32,11,32,43,11,13,8,25,51840
21700715,1,1610612739,46,82,13,37,10,13,8,36,44,21,13,4,11,51841
21700715,1,1610612754,43,91,13,31,9,11,8,29,37,16,13,1,15,51842
21700716,1,1610612761,37,95,7,27,12,17,16,36,52,11,10,13,18,51843
21700716,1,1610612762,36,87,10,21,15,21,10,37,47,13,7,5,16,51844
21700717,1,1610612747,41,91,5,24,21,28,10,38,48,9,6,3,23,51845
21700717,1,1610612741,35,93,17,36,16,24,16,37,53,14,3,7,25,51846
21700718,1,1610612746,39,80,10,27,21,29,3,33,36,10,15,6,20,51847
21700718,1,1610612763,39,81,8,27,14,18,8,35,43,20,1,9,24,51848
21700719,1,1610612751,33,89,8,34,17,20,11,34,45,14,5,2,19,51849
21700719,1,1610612749,43,83,12,23,18,20,3,41,44,10,9,6,17,51850
21700720,1,1610612745,36,78,12,36,29,35,2,33,35,13,10,2,23,51851
21700720,1,1610612740,44,82,11,27,16,21,6,36,42,16,8,5,26,51852
21700721,1,1610612757,39,79,10,30,19,23,10,44,54,15,4,6,17,51853
21700721,1,1610612742,35,89,10,30,13,17,8,29,37,5,9,3,19,51854
21700722,1,1610612759,30,75,3,24,15,18,5,31,36,10,6,5,14,51855
21700722,1,1610612755,38,79,9,21,12,18,12,38,50,10,5,4,20,51856
21700723,1,1610612752,41,85,9,25,16,22,10,39,49,16,7,10,20,51857
21700723,1,1610612756,33,94,11,33,8,13,12,30,42,15,6,3,24,51858
21700724,1,1610612760,45,93,14,33,17,23,13,30,43,10,9,2,20,51859
21700724,1,1610612765,39,84,12,33,18,24,13,30,43,17,4,3,20,51860
21700725,1,1610612753,42,77,8,25,20,32,13,27,40,16,6,7,18,51861
21700725,1,1610612754,47,87,5,18,15,19,9,29,38,10,9,1,24,51862
21700726,1,1610612737,38,88,12,43,16,21,11,21,32,13,2,4,15,51863
21700726,1,1610612764,49,85,18,32,13,14,7,31,38,13,7,6,21,51864
21700727,1,1610612766,29,84,5,24,28,35,12,34,46,8,6,6,15,51865
21700727,1,1610612748,38,85,8,26,11,18,11,40,51,14,4,5,24,51866
21700728,1,1610612744,38,84,10,27,23,26,10,33,43,12,9,9,17,51867
21700728,1,1610612738,37,85,14,28,17,24,11,34,45,16,6,2,23,51868
21700729,1,1610612750,42,96,4,21,23,26,16,33,49,6,9,7,12,51869
21700729,1,1610612751,38,82,9,30,12,15,11,32,43,16,3,7,19,51870
21700730,1,1610612742,34,85,11,31,10,19,8,35,43,8,8,5,15,51871
21700730,1,1610612743,34,81,12,33,11,15,9,44,53,16,6,8,21,51872
21700731,1,1610612749,41,77,13,28,15,25,7,36,43,15,11,4,16,51873
21700731,1,1610612741,36,87,12,34,12,15,10,31,41,16,8,2,18,51874
21700732,1,1610612745,32,72,11,37,38,49,5,38,43,13,8,2,21,51875
21700732,1,1610612756,36,85,8,33,22,26,7,36,43,13,7,2,29,51876
21700733,1,1610612740,38,85,9,35,18,25,7,40,47,15,9,6,20,51877
21700733,1,1610612746,45,96,9,28,13,18,11,39,50,12,7,4,19,51878
21700734,1,1610612739,42,83,15,35,22,26,4,41,45,10,2,3,14,51879
21700734,1,1610612765,40,95,14,36,10,13,7,36,43,6,5,6,23,51880
21700735,1,1610612747,40,91,8,25,23,33,13,31,44,14,9,4,21,51881
21700735,1,1610612761,46,92,12,31,19,25,12,41,53,15,4,4,23,51882
21700736,1,1610612755,38,76,11,29,25,31,12,28,40,18,7,5,26,51883
21700736,1,1610612760,45,92,10,33,22,30,17,24,41,11,7,3,25,51884
21700737,1,1610612758,35,82,18,34,10,11,6,28,34,9,5,3,20,51885
21700737,1,1610612759,45,90,11,25,12,17,13,39,52,7,4,2,13,51886
21700738,1,1610612766,37,83,9,31,13,20,11,29,40,16,5,2,14,51887
21700738,1,1610612754,45,83,6,21,9,11,6,32,38,13,7,3,19,51888
21700739,1,1610612750,39,83,7,19,15,18,7,28,35,14,15,5,18,51889
21700739,1,1610612737,39,79,13,34,14,16,8,36,44,21,8,8,18,51890
21700740,1,1610612763,47,83,11,22,15,18,12,26,38,20,7,9,27,51891
21700740,1,1610612756,38,82,7,23,26,36,15,22,37,20,11,2,20,51892
21700741,1,1610612749,38,80,11,28,20,22,8,34,42,9,6,8,19,51893
21700741,1,1610612755,36,82,2,26,21,23,10,33,43,14,5,4,17,51894
21700742,1,1610612742,33,86,8,29,14,16,11,29,40,12,10,3,22,51895
21700742,1,1610612748,34,75,12,31,15,19,11,30,41,17,9,11,19,51896
